soma_joinid	collection_id	collection_name	collection_doi	dataset_id	dataset_title	dataset_h5ad_path	dataset_total_cell_count
374	62e8f058-9c37-48bc-9200-e767f318a8ec	HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer	10.1016/j.ccell.2021.09.008	b47cf863-d90d-4fe5-a1eb-1a4785a3e329	Myeloid SCLC samples only	b47cf863-d90d-4fe5-a1eb-1a4785a3e329.h5ad	2951
375	62e8f058-9c37-48bc-9200-e767f318a8ec	HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer	10.1016/j.ccell.2021.09.008	a6858c10-c52a-4a1d-bc12-a90dbd51ca66	Epithelial cells	a6858c10-c52a-4a1d-bc12-a90dbd51ca66.h5ad	64091
376	62e8f058-9c37-48bc-9200-e767f318a8ec	HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer	10.1016/j.ccell.2021.09.008	76347874-8801-44bf-9aea-0da21c78c430	SCLC immune cells	76347874-8801-44bf-9aea-0da21c78c430.h5ad	16475
378	62e8f058-9c37-48bc-9200-e767f318a8ec	HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer	10.1016/j.ccell.2021.09.008	524d4513-8afd-4120-9b7b-fe31ae10c29b	SCLC RU1215 epithelial cells	524d4513-8afd-4120-9b7b-fe31ae10c29b.h5ad	3923
379	62e8f058-9c37-48bc-9200-e767f318a8ec	HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer	10.1016/j.ccell.2021.09.008	486486d4-9462-43e5-9249-eb43fa5a49a6	T cells	486486d4-9462-43e5-9249-eb43fa5a49a6.h5ad	46140
380	62e8f058-9c37-48bc-9200-e767f318a8ec	HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer	10.1016/j.ccell.2021.09.008	34deb33b-a50e-4993-a38b-1c0e5079c1c2	SCLC epithelial cells	34deb33b-a50e-4993-a38b-1c0e5079c1c2.h5ad	54313
381	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	f67f2cfa-ba45-4f77-8e26-64a15f666043	Pax6 - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	f67f2cfa-ba45-4f77-8e26-64a15f666043.h5ad	8463
382	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	eec3e37d-ed41-4881-bc6e-aaf39a2c6eb0	Lamp5 - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	eec3e37d-ed41-4881-bc6e-aaf39a2c6eb0.h5ad	38660
383	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	e8ac3386-31d4-48ba-aa70-1bae0cf020e7	Lamp5_Lhx6 - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	e8ac3386-31d4-48ba-aa70-1bae0cf020e7.h5ad	19385
384	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	de104f7e-14fa-4795-bd19-b5ee2c1563e0	L6 IT - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	de104f7e-14fa-4795-bd19-b5ee2c1563e0.h5ad	40269
385	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	d87f3f91-dca4-494b-8993-c4e3008a8fa5	Pvalb - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	d87f3f91-dca4-494b-8993-c4e3008a8fa5.h5ad	81879
386	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	d2fc9880-e6d3-4922-af5c-61f4f517adfa	Oligo - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	d2fc9880-e6d3-4922-af5c-61f4f517adfa.h5ad	99369
387	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	c76098ba-eed3-45b1-98f2-96fcac55ed18	Micro-PVM - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	c76098ba-eed3-45b1-98f2-96fcac55ed18.h5ad	35889
388	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	c19275f5-739e-4796-ad5d-b0830b760db1	L6 CT - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	c19275f5-739e-4796-ad5d-b0830b760db1.h5ad	16418
391	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	a0d173dd-bb10-4d13-8b9a-e13a4ee83c8c	Vip - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	a0d173dd-bb10-4d13-8b9a-e13a4ee83c8c.h5ad	94828
392	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	8c6ed88f-11bf-4159-bad7-ff41fb1e1eca	Chandelier - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	8c6ed88f-11bf-4159-bad7-ff41fb1e1eca.h5ad	9893
393	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	8a8aedcb-5bb3-453d-a9f0-f37951ae1515	L6b - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	8a8aedcb-5bb3-453d-a9f0-f37951ae1515.h5ad	14786
394	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	81e91ff8-f619-4ad1-a0c3-b45e1dc63f68	Sst Chodl - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	81e91ff8-f619-4ad1-a0c3-b45e1dc63f68.h5ad	1310
395	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	79d485a8-b8b1-49f2-85aa-c44e5206aa53	L6 IT Car3 - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	79d485a8-b8b1-49f2-85aa-c44e5206aa53.h5ad	23537
396	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	75e6eee5-d0e3-4291-9360-f288ffe6c7c4	L5/6 NP - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	75e6eee5-d0e3-4291-9360-f288ffe6c7c4.h5ad	18567
398	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	5ae6ab72-1927-4d5b-9826-86be65791293	Sncg - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	5ae6ab72-1927-4d5b-9826-86be65791293.h5ad	20181
399	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	5097d77d-08fa-4105-a18f-4072d61522a4	Astro - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	5097d77d-08fa-4105-a18f-4072d61522a4.h5ad	62247
400	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	3e87b1fa-472a-401c-8fa8-f31c10437d5f	Endo - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	3e87b1fa-472a-401c-8fa8-f31c10437d5f.h5ad	1973
401	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	236baeda-5fdd-41bf-8e32-bae21ac7d435	VLMC - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	236baeda-5fdd-41bf-8e32-bae21ac7d435.h5ad	3937
402	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	1c05b7ae-4dfb-4c1b-a441-4b23c04b169e	OPC - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	1c05b7ae-4dfb-4c1b-a441-4b23c04b169e.h5ad	29176
403	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	146216e1-ec30-4fee-a1fb-25defe801e2d	Sst - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	146216e1-ec30-4fee-a1fb-25defe801e2d.h5ad	52704
404	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	07428d73-fdea-4bd4-a801-94b00c4d961c	L5 ET - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	07428d73-fdea-4bd4-a801-94b00c4d961c.h5ad	2361
406	32f2fd23-ec74-486f-9544-e5b2f41725f5	Mapping the temporal and spatial dynamics of the human endometrium in vivo and in vitro	10.1038/s41588-021-00972-2	968885c5-b652-48d9-9006-c34b5fc1c07a	Non-pregnant Uterus (Endometrium - Epithelial)	968885c5-b652-48d9-9006-c34b5fc1c07a.h5ad	10729
408	62ef75e4-cbea-454e-a0ce-998ec40223d3	Cross-tissue immune cell analysis reveals tissue-specific features in humans	10.1126/science.abl5197	fe52003e-1460-4a65-a213-2bb1a508332f	Myeloid compartment	fe52003e-1460-4a65-a213-2bb1a508332f.h5ad	51552
410	62ef75e4-cbea-454e-a0ce-998ec40223d3	Cross-tissue immune cell analysis reveals tissue-specific features in humans	10.1126/science.abl5197	71be997d-ff75-41b9-8a9f-1288c865f921	B cell compartment	71be997d-ff75-41b9-8a9f-1288c865f921.h5ad	54934
412	3472f32d-4a33-48e2-aad5-666d4631bf4c	A single-cell transcriptome atlas of the adult human retina	10.15252/embj.2018100811	d5c67a4e-a8d9-456d-a273-fa01adb1b308	Retina	d5c67a4e-a8d9-456d-a273-fa01adb1b308.h5ad	19694
413	2b02dff7-e427-4cdc-96fb-c0f354c099aa	Single-Cell Analysis of Crohn’s Disease Lesions Identifies a Pathogenic Cellular Module Associated with Resistance to Anti-TNF Therapy	10.1016/j.cell.2019.08.008	36c867a7-be10-4e69-9b39-5de12b0af6da	Ileum	36c867a7-be10-4e69-9b39-5de12b0af6da.h5ad	32458
414	4d74781b-8186-4c9a-b659-ff4dc4601d91	scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation	10.1186/s13059-019-1906-x	b07fb54c-d7ad-4995-8bb0-8f3d8611cabe	Esophagus Epithelium	b07fb54c-d7ad-4995-8bb0-8f3d8611cabe.h5ad	87947
415	4d74781b-8186-4c9a-b659-ff4dc4601d91	scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation	10.1186/s13059-019-1906-x	644a578d-ffdc-446b-9679-e7ab4c919c13	Spleen	644a578d-ffdc-446b-9679-e7ab4c919c13.h5ad	94256
416	4d74781b-8186-4c9a-b659-ff4dc4601d91	scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation	10.1186/s13059-019-1906-x	2672b679-8048-4f5e-9786-f1b196ccfd08	Lung Parenchyma	2672b679-8048-4f5e-9786-f1b196ccfd08.h5ad	57019
418	eb735cc9-d0a7-48fa-b255-db726bf365af	Sampling peripheral blood and matched nasal swabs from donors with prior immunodeficiencies and autoimmune conditions infected with SARS-CoV-2	10.1101/2020.11.20.20227355	c2a461b1-0c15-4047-9fcb-1f966fe55100	Autoimmunity PBMCs	c2a461b1-0c15-4047-9fcb-1f966fe55100.h5ad	97499
419	0434a9d4-85fd-4554-b8e3-cf6c582bb2fa	Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH	10.1101/2020.11.20.20227355	fa8605cf-f27e-44af-ac2a-476bee4410d3	PBMCs	fa8605cf-f27e-44af-ac2a-476bee4410d3.h5ad	59506
422	125eef58-0f61-4963-9b08-53e851ab65fb	Single-cell transcriptomes from human kidneys reveal the cellular identity of renal tumors	10.1126/science.aat1699	105c7dad-0468-4628-a5be-2bb42c6a8ae4	mature	105c7dad-0468-4628-a5be-2bb42c6a8ae4.h5ad	40268
423	13d1c580-4b17-4b2e-85c4-75b36917413f	Single cell derived mRNA signals across human kidney tumors	10.1038/s41467-021-23949-5	ea01c125-67a7-4bd3-a8b0-e1b53a011b7e	wilms	ea01c125-67a7-4bd3-a8b0-e1b53a011b7e.h5ad	4636
424	13d1c580-4b17-4b2e-85c4-75b36917413f	Single cell derived mRNA signals across human kidney tumors	10.1038/s41467-021-23949-5	a51c6ece-5731-4128-8c1e-5060e80c69e4	fetal	a51c6ece-5731-4128-8c1e-5060e80c69e4.h5ad	27203
431	4f889ffc-d4bc-4748-905b-8eb9db47a2ed	Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19	10.1126/sciimmunol.abd1554	de2c780c-1747-40bd-9ccf-9588ec186cee	Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19	de2c780c-1747-40bd-9ccf-9588ec186cee.h5ad	59572
432	fc77d2ae-247d-44d7-aa24-3f4859254c2c	Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq	10.1101/2021.09.16.460628	cac02b79-9f54-4668-9235-60d3b76a4197	scRNA-seq analysis of non-ciliated epithelial cells of healthy human fallopian tubes	cac02b79-9f54-4668-9235-60d3b76a4197.h5ad	14285
433	fc77d2ae-247d-44d7-aa24-3f4859254c2c	Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq	10.1101/2021.09.16.460628	c6413315-7158-46c5-a5fd-7228385694f1	scRNA-seq analysis of healthy human fallopian tubes	c6413315-7158-46c5-a5fd-7228385694f1.h5ad	59738
434	fc77d2ae-247d-44d7-aa24-3f4859254c2c	Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq	10.1101/2021.09.16.460628	b693123e-95e6-4331-8b50-f367489a767e	scRNA-seq analysis of human fallopian tubes in healthy Vs. hydrosalphinx states	b693123e-95e6-4331-8b50-f367489a767e.h5ad	77536
435	fc77d2ae-247d-44d7-aa24-3f4859254c2c	Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq	10.1101/2021.09.16.460628	acf818eb-f6d2-42b9-bb1d-475aa9cff2bb	scRNA-seq analysis of ciliated cells of healthy human fallopian tubes	acf818eb-f6d2-42b9-bb1d-475aa9cff2bb.h5ad	2798
436	fc77d2ae-247d-44d7-aa24-3f4859254c2c	Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq	10.1101/2021.09.16.460628	03c544fb-a103-4d18-9230-eae9cfee3af2	scRNA-seq analysis of stromal cells of healthy human fallopian tubes	03c544fb-a103-4d18-9230-eae9cfee3af2.h5ad	28691
437	44531dd9-1388-4416-a117-af0a99de2294	Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity	10.1002/hep4.1854	ddb22b3d-a75c-4dd1-9730-dff7fc8ca530	Healthy human liver: integrated	ddb22b3d-a75c-4dd1-9730-dff7fc8ca530.h5ad	73295
438	44531dd9-1388-4416-a117-af0a99de2294	Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity	10.1002/hep4.1854	bf176af2-4432-4391-9b35-e21bd86ca4f8	Healthy human liver: liver sinusoidal endothelial cells	bf176af2-4432-4391-9b35-e21bd86ca4f8.h5ad	6289
439	44531dd9-1388-4416-a117-af0a99de2294	Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity	10.1002/hep4.1854	a49d9109-1d0c-4b36-8139-19aa9a83428c	Healthy human liver: lymphocytes	a49d9109-1d0c-4b36-8139-19aa9a83428c.h5ad	2346
440	44531dd9-1388-4416-a117-af0a99de2294	Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity	10.1002/hep4.1854	9f049476-2431-4645-a2d6-f6e85892b603	Healthy human liver: cholangiocytes	9f049476-2431-4645-a2d6-f6e85892b603.h5ad	1861
441	44531dd9-1388-4416-a117-af0a99de2294	Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity	10.1002/hep4.1854	8faa2c07-0080-4627-b1d7-e645a780d752	Healthy human liver: hepatocytes	8faa2c07-0080-4627-b1d7-e645a780d752.h5ad	50259
442	44531dd9-1388-4416-a117-af0a99de2294	Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity	10.1002/hep4.1854	524e045e-e74c-4e00-9884-d5c3bef3d862	Healthy human liver: hepatic stellate cells	524e045e-e74c-4e00-9884-d5c3bef3d862.h5ad	1374
443	44531dd9-1388-4416-a117-af0a99de2294	Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity	10.1002/hep4.1854	3b6ed41e-10a1-47dd-b995-8cde7d041fd6	Healthy human liver: macrophages	3b6ed41e-10a1-47dd-b995-8cde7d041fd6.h5ad	3977
449	af893e86-8e9f-41f1-a474-ef05359b1fb7	Single-cell transcriptomic atlas for adult human retina	10.2139/ssrn.3991078	ed419b4e-db9b-40f1-8593-68fdf8dfb076	Non-neuronal cells in human retina	ed419b4e-db9b-40f1-8593-68fdf8dfb076.h5ad	18011
450	af893e86-8e9f-41f1-a474-ef05359b1fb7	Single-cell transcriptomic atlas for adult human retina	10.2139/ssrn.3991078	aad97cb5-f375-45ef-ae9d-178e7f5d5180	Retinal ganglion cells in human retina	aad97cb5-f375-45ef-ae9d-178e7f5d5180.h5ad	11617
451	af893e86-8e9f-41f1-a474-ef05359b1fb7	Single-cell transcriptomic atlas for adult human retina	10.2139/ssrn.3991078	8f10185b-e0b3-46a5-8706-7f1799225d79	Bipolar cells in human retina	8f10185b-e0b3-46a5-8706-7f1799225d79.h5ad	53040
452	af893e86-8e9f-41f1-a474-ef05359b1fb7	Single-cell transcriptomic atlas for adult human retina	10.2139/ssrn.3991078	359f7af4-87d4-4117-9d6c-ca4cfa1f3f0b	Amacrine cells in human retina	359f7af4-87d4-4117-9d6c-ca4cfa1f3f0b.h5ad	56507
453	af893e86-8e9f-41f1-a474-ef05359b1fb7	Single-cell transcriptomic atlas for adult human retina	10.2139/ssrn.3991078	11ef37ee-2173-458e-aab8-7fe35da8e47b	Horizontal cells in human retina	11ef37ee-2173-458e-aab8-7fe35da8e47b.h5ad	7348
454	af893e86-8e9f-41f1-a474-ef05359b1fb7	Single-cell transcriptomic atlas for adult human retina	10.2139/ssrn.3991078	00e5dedd-b9b7-43be-8c28-b0e5c6414a62	Photoreceptor cells in human retina (rod cells downsampled)	00e5dedd-b9b7-43be-8c28-b0e5c6414a62.h5ad	21422
456	625f6bf4-2f33-4942-962e-35243d284837	LungMAP — Human data from a broad age healthy donor group	10.7554/eLife.62522	3de0ad6d-4378-4f62-b37b-ec0b75a50d94	Single-cell multiomic profiling of human lungs across age groups	3de0ad6d-4378-4f62-b37b-ec0b75a50d94.h5ad	46500
461	fbc5881f-1ee3-4ffe-8095-35e15e1a08fc	Urethral luminal epithelia are castration-insensitive cells of the proximal prostate	10.1002/pros.24020	df287f8d-f50d-4620-ab96-489d559e6adc	Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Fibromuscular Stromal Cells	df287f8d-f50d-4620-ab96-489d559e6adc.h5ad	1295
462	fbc5881f-1ee3-4ffe-8095-35e15e1a08fc	Urethral luminal epithelia are castration-insensitive cells of the proximal prostate	10.1002/pros.24020	88c483bf-477d-4be5-90d3-4fb101dd601f	Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Epithelial Cells	88c483bf-477d-4be5-90d3-4fb101dd601f.h5ad	25186
463	fbc5881f-1ee3-4ffe-8095-35e15e1a08fc	Urethral luminal epithelia are castration-insensitive cells of the proximal prostate	10.1002/pros.24020	8b2e5453-faf7-46ea-9073-aea69b283cb7	Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - All Human Cells	8b2e5453-faf7-46ea-9073-aea69b283cb7.h5ad	28847
467	4b54248f-2165-477c-a027-dd55082e8818	Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions	10.1002/path.5751	d3a83885-5198-4b04-8314-b753b66ef9a8	Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - Human Leukocyte Cells	d3a83885-5198-4b04-8314-b753b66ef9a8.h5ad	19037
468	4b54248f-2165-477c-a027-dd55082e8818	Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions	10.1002/path.5751	5ba85070-a41c-4184-9c18-cf34c3fd0f62	Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - Human Fibromuscular Stromal Cells	5ba85070-a41c-4184-9c18-cf34c3fd0f62.h5ad	10742
469	4b54248f-2165-477c-a027-dd55082e8818	Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions	10.1002/path.5751	dd018fc0-8da7-4033-a2ba-6b47de8ebb4f	Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - Human Epithelial Cells	dd018fc0-8da7-4033-a2ba-6b47de8ebb4f.h5ad	42127
470	4b54248f-2165-477c-a027-dd55082e8818	Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions	10.1002/path.5751	574e9f9e-f8b4-41ef-bf19-89a9964fd9c7	Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells	574e9f9e-f8b4-41ef-bf19-89a9964fd9c7.h5ad	83451
471	e2a4a67f-6a18-431a-ab9c-6e77dd31cc80	A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra	10.1016/j.celrep.2018.11.086	ea426edb-4e86-4c53-ab17-5b952d94a31e	A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra - Human Fibromuscular Stromal Cells	ea426edb-4e86-4c53-ab17-5b952d94a31e.h5ad	2113
472	e2a4a67f-6a18-431a-ab9c-6e77dd31cc80	A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra	10.1016/j.celrep.2018.11.086	e2a3c32d-71e2-4f38-b19c-dfcb8729cf46	A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra - Human Epithelial Cells	e2a3c32d-71e2-4f38-b19c-dfcb8729cf46.h5ad	24544
473	e2a4a67f-6a18-431a-ab9c-6e77dd31cc80	A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra	10.1016/j.celrep.2018.11.086	c3fe3c1e-5bf8-4678-b74a-79899243ad41	A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra - All Human Cells	c3fe3c1e-5bf8-4678-b74a-79899243ad41.h5ad	28702
474	fcb3d1c1-03d2-41ac-8229-458e072b7a1c	Live Human Microglia Single-cell RNA-seq	10.1038/s41467-020-19737-2	a1b9c51e-a408-4f7f-bccb-abefe20ae2a5	Olah et al (2020) Single-cell Human Microglia	a1b9c51e-a408-4f7f-bccb-abefe20ae2a5.h5ad	16245
485	b953c942-f5d8-434f-9da7-e726ba7c1481	Single-soma transcriptomics of tangle-bearing neurons in Alzheimer’s disease	10.1016/j.neuron.2022.06.021	85c60876-7f35-40c5-a256-7808d84c6ba5	Single-soma transcriptomics of tangle-bearing neurons in Alzheimer’s disease - Excitatory	85c60876-7f35-40c5-a256-7808d84c6ba5.h5ad	96129
486	b953c942-f5d8-434f-9da7-e726ba7c1481	Single-soma transcriptomics of tangle-bearing neurons in Alzheimer’s disease	10.1016/j.neuron.2022.06.021	9813a1d4-d107-459e-9b2e-7687be935f69	Single-soma transcriptomics of tangle-bearing neurons in Alzheimer’s disease - Inhibitory	9813a1d4-d107-459e-9b2e-7687be935f69.h5ad	23197
487	db468083-041c-41ca-8f6f-bf991a070adf	Stress-induced RNA–chromatin interactions promote endothelial dysfunction	10.1038/s41467-020-18957-w	42b6a476-c51d-4f8b-b68b-44941b3a11bf	scRNA-seq data analysis of endothelium-enriched mesenteric arterial tissues from human donors	42b6a476-c51d-4f8b-b68b-44941b3a11bf.h5ad	11243
488	c9706a92-0e5f-46c1-96d8-20e42467f287	A single-cell atlas of the healthy breast tissues reveals clinically relevant clusters of breast epithelial cells	10.1016/j.xcrm.2021.100219	de985818-285f-4f59-9dbd-d74968fddba3	A single-cell atlas of the healthy breast tissues reveals clinically relevant clusters of breast epithelial cells	de985818-285f-4f59-9dbd-d74968fddba3.h5ad	31696
489	60358420-6055-411d-ba4f-e8ac80682a2e	Spatiotemporal analysis of human intestinal development at single-cell resolution	10.1016/j.cell.2020.12.016	04b0eb97-d816-44bb-93a5-8b2968791aa0	Spatiotemporal analysis of human intestinal development at single-cell resolution: Pericytes	04b0eb97-d816-44bb-93a5-8b2968791aa0.h5ad	4163
490	60358420-6055-411d-ba4f-e8ac80682a2e	Spatiotemporal analysis of human intestinal development at single-cell resolution	10.1016/j.cell.2020.12.016	bbd16004-09e8-4b6c-b465-73ff83a52837	Spatiotemporal analysis of human intestinal development at single-cell resolution: Neural	bbd16004-09e8-4b6c-b465-73ff83a52837.h5ad	4144
491	60358420-6055-411d-ba4f-e8ac80682a2e	Spatiotemporal analysis of human intestinal development at single-cell resolution	10.1016/j.cell.2020.12.016	58679288-9ecc-4647-9781-12a3a8f8c6fd	Spatiotemporal analysis of human intestinal development at single-cell resolution: Myofibroblasts and Mesothelium	58679288-9ecc-4647-9781-12a3a8f8c6fd.h5ad	2833
492	60358420-6055-411d-ba4f-e8ac80682a2e	Spatiotemporal analysis of human intestinal development at single-cell resolution	10.1016/j.cell.2020.12.016	e006d4e3-35fa-44b4-9981-09a66c4322e5	Spatiotemporal analysis of human intestinal development at single-cell resolution: Muscularis	e006d4e3-35fa-44b4-9981-09a66c4322e5.h5ad	4211
493	60358420-6055-411d-ba4f-e8ac80682a2e	Spatiotemporal analysis of human intestinal development at single-cell resolution	10.1016/j.cell.2020.12.016	4269074c-f2c1-4d88-b2c3-0946f59d5449	Spatiotemporal analysis of human intestinal development at single-cell resolution: Immune	4269074c-f2c1-4d88-b2c3-0946f59d5449.h5ad	2199
494	60358420-6055-411d-ba4f-e8ac80682a2e	Spatiotemporal analysis of human intestinal development at single-cell resolution	10.1016/j.cell.2020.12.016	4d2e0563-cf4a-48bd-aa7f-efc26025b53a	Spatiotemporal analysis of human intestinal development at single-cell resolution: Fibroblasts	4d2e0563-cf4a-48bd-aa7f-efc26025b53a.h5ad	24081
495	60358420-6055-411d-ba4f-e8ac80682a2e	Spatiotemporal analysis of human intestinal development at single-cell resolution	10.1016/j.cell.2020.12.016	fd89be61-2869-4342-a86e-e1fce3a8f269	Spatiotemporal analysis of human intestinal development at single-cell resolution: Epithelium	fd89be61-2869-4342-a86e-e1fce3a8f269.h5ad	17622
